Artibeus schwartzi,{tail length},1
Artibeus sp.,{body length},19
Artibeus sp.,{body mass},5
Artibeus sp.,{ear length to notch},19
Artibeus sp.,{tail length},3
Artibeus tolteca,{body length},15
Artibeus tolteca,{body mass},13
Artibeus tolteca,{ear length to notch},15
Artibeus toltecus,{body length},242
Artibeus toltecus,{body mass},86
Artibeus toltecus,{ear length to notch},284
Artibeus toltecus,{tail length},226
Artibeus watsoni,{body length},25
Artibeus watsoni,{body mass},13
Artibeus watsoni,{ear length to notch},25
Artibeus watsoni,{tail length},8
Arvicanthis,{body length},1
Arvicanthis,{ear length to notch},1
Arvicanthis,{tail length},1
Arvicanthis abyssinicus,{body length},2
Arvicanthis abyssinicus,{ear length to notch},5
Arvicanthis abyssinicus,{tail length},2
Arvicanthis nairobae,{body length},1
Arvicanthis nairobae,{body mass},1
Arvicanthis nairobae,{ear length to notch},1
Arvicanthis nairobae,{tail length},1
Arvicanthis niloticus,{body length},120
Arvicanthis niloticus,{body mass},65
Arvicanthis niloticus,{ear length to notch},120
Arvicanthis niloticus,{tail length},66
Arvicanthis sp.,{body length},1
